login_streak,posts_created,comments_written,upvotes_received,quizzes_completed,buddies_messaged,karma_spent,karma_earned,spam,surprise_unlocked,reward_karma,reason,rarity,box_type,status
2,2,1,0,0,0,3,7,False,False,4,low_karma_diff,,,missed
0,10,10,7,0,1,5,30,False,True,25,posts_created+karma_earned,rare,mystery,delivered
1,2,5,5,2,1,18,24,False,True,6,posts_created+login_streak,common,comeback,delivered
1,0,4,0,0,2,10,10,False,False,0,low_karma_diff,,,missed
5,2,15,19,0,15,7,28,False,True,21,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
0,3,13,12,2,10,20,25,False,True,5,no_reason,common,social,delivered
9,11,13,12,2,3,10,30,False,True,20,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,7,4,1,2,3,7,25,False,True,18,posts_created+login_streak,common,comeback,delivered
0,0,3,1,0,2,2,6,False,False,4,low_karma_diff,,,missed
1,1,4,4,0,0,4,5,False,False,1,low_karma_diff,,,missed
3,3,8,6,1,7,7,24,False,True,17,posts_created+karma_earned,common,mystery,delivered
1,10,4,4,2,0,20,25,False,True,5,posts_created+login_streak,common,comeback,delivered
1,4,1,4,1,1,2,11,False,True,9,posts_created+login_streak,common,comeback,delivered
5,6,8,5,0,7,14,30,False,True,16,posts_created+karma_earned,common,mystery,delivered
2,3,14,30,1,12,7,30,False,True,23,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
0,7,0,9,0,7,2,12,False,True,10,posts_created+karma_earned,common,mystery,delivered
5,14,10,15,2,15,3,30,False,True,27,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
3,5,12,10,3,7,21,26,False,True,5,no_reason,common,social,delivered
1,10,5,0,2,3,4,15,False,True,11,posts_created+login_streak,common,comeback,delivered
6,14,11,21,3,6,7,25,False,True,18,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
6,10,3,2,4,10,4,17,False,True,13,quizzes_completed+login_streak,rare,streak,delivered
8,9,12,10,3,10,3,28,False,True,25,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,2,3,5,1,1,15,29,False,True,14,posts_created+login_streak,common,comeback,delivered
1,2,4,4,2,5,3,26,False,True,23,posts_created+login_streak,rare,comeback,delivered
8,2,10,8,3,8,13,25,False,True,12,quizzes_completed+login_streak,rare,streak,delivered
0,0,4,5,0,0,7,9,False,False,2,low_karma_diff,,,missed
2,2,0,1,0,1,5,9,False,False,4,low_karma_diff,,,missed
2,8,5,0,0,3,8,13,False,True,5,posts_created+karma_earned,common,mystery,delivered
4,10,19,22,3,6,9,26,False,True,17,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
2,10,10,12,2,5,23,28,False,True,5,no_reason,rare,social,delivered
2,7,3,5,2,0,9,25,False,True,16,posts_created+karma_earned,common,mystery,delivered
1,6,3,1,1,4,8,16,False,True,8,posts_created+login_streak,common,comeback,delivered
10,8,9,16,10,11,12,28,False,True,16,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
1,3,1,4,2,2,0,11,False,True,11,posts_created+login_streak,common,comeback,delivered
1,7,12,13,2,10,22,30,False,True,8,no_reason,rare,social,delivered
8,8,3,3,5,1,14,20,False,True,6,quizzes_completed+login_streak,rare,streak,delivered
8,13,19,12,4,8,13,28,False,True,15,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,0,0,3,0,1,9,9,False,False,0,low_karma_diff,,,missed
0,0,20,17,0,11,20,25,False,True,5,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
2,6,12,17,1,11,10,26,False,True,16,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
9,5,19,15,8,7,8,26,False,True,18,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
7,3,2,15,3,1,16,23,False,True,7,quizzes_completed+login_streak,rare,streak,delivered
3,8,18,23,4,12,1,28,False,True,27,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
4,6,7,6,1,2,16,28,False,True,12,posts_created+karma_earned,common,mystery,delivered
0,2,7,3,3,2,24,29,False,True,5,posts_created+karma_earned,common,mystery,delivered
4,4,10,14,2,4,1,23,False,True,22,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
2,2,11,24,2,15,21,26,False,True,5,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
10,10,20,21,9,12,19,25,False,True,6,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
3,3,3,0,2,0,16,20,True,False,0,spam,,,missed
1,2,2,5,1,5,8,21,False,True,13,posts_created+login_streak,common,comeback,delivered
1,6,2,1,1,2,12,20,False,True,8,posts_created+login_streak,common,comeback,delivered
8,7,8,18,2,10,3,29,False,True,26,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
5,1,0,12,4,10,3,16,False,True,13,quizzes_completed+login_streak,common,streak,delivered
1,5,11,13,3,8,22,30,False,True,8,no_reason,rare,social,delivered
2,8,4,5,2,2,9,19,False,True,10,posts_created+karma_earned,common,mystery,delivered
10,8,2,2,1,2,4,15,False,True,11,quizzes_completed+login_streak,rare,streak,delivered
1,4,4,4,1,2,7,12,False,True,5,posts_created+login_streak,common,comeback,delivered
2,5,10,11,2,10,20,25,False,True,5,no_reason,common,social,delivered
0,1,3,0,1,5,12,26,False,True,14,posts_created+karma_earned,common,mystery,delivered
9,9,3,15,2,8,0,18,False,True,18,quizzes_completed+login_streak,rare,streak,delivered
4,3,8,11,3,7,20,25,False,True,5,no_reason,common,social,delivered
2,8,10,12,2,6,20,26,False,True,6,no_reason,common,social,delivered
7,11,8,10,6,11,13,25,False,True,12,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
0,9,9,8,3,5,14,23,False,True,9,posts_created+karma_earned,common,mystery,delivered
1,3,6,22,3,14,2,20,False,True,18,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
5,7,4,8,2,2,17,23,False,True,6,quizzes_completed+login_streak,common,streak,delivered
1,1,6,21,2,11,5,29,False,True,24,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
1,7,3,3,2,3,10,16,False,True,6,posts_created+login_streak,common,comeback,delivered
6,12,17,16,10,7,11,26,False,True,15,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,10,8,8,2,6,13,22,False,True,9,posts_created+karma_earned,common,mystery,delivered
1,4,4,4,1,5,7,14,False,True,7,posts_created+login_streak,common,comeback,delivered
0,1,0,3,0,0,7,9,False,False,2,low_karma_diff,,,missed
10,11,3,10,4,4,9,28,False,True,19,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
4,5,4,8,3,1,17,27,False,True,10,quizzes_completed+login_streak,common,streak,delivered
4,6,13,12,1,11,6,24,False,True,18,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
0,7,8,15,3,7,20,27,False,True,7,no_reason,common,social,delivered
4,5,14,10,10,13,14,25,False,True,11,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
2,4,6,8,1,0,11,22,False,True,11,posts_created+karma_earned,common,mystery,delivered
2,3,4,10,0,5,14,28,False,True,14,posts_created+karma_earned,common,mystery,delivered
10,8,18,21,9,3,11,28,False,True,17,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
1,5,4,1,1,2,8,24,False,True,16,posts_created+login_streak,common,comeback,delivered
3,9,4,5,3,3,12,23,False,True,11,quizzes_completed+login_streak,common,streak,delivered
2,5,4,1,0,1,5,23,False,True,18,posts_created+karma_earned,common,mystery,delivered
0,5,10,14,2,9,20,25,False,True,5,no_reason,common,social,delivered
4,4,8,8,2,5,10,22,False,True,12,posts_created+karma_earned,common,mystery,delivered
5,8,1,2,4,9,14,28,False,True,14,quizzes_completed+login_streak,common,streak,delivered
8,8,8,6,4,7,7,20,False,True,13,quizzes_completed+login_streak,rare,streak,delivered
1,6,15,5,3,6,23,28,False,True,5,no_reason,rare,social,delivered
1,10,10,2,0,0,10,15,False,True,5,posts_created+karma_earned,common,mystery,delivered
2,4,14,8,2,6,21,28,False,True,7,no_reason,common,social,delivered
1,9,5,0,2,3,2,20,False,True,18,posts_created+login_streak,common,comeback,delivered
0,0,16,13,3,12,21,29,False,True,8,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
5,4,18,20,1,13,2,28,False,True,26,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
0,1,2,2,0,1,6,6,False,False,0,low_karma_diff,,,missed
5,9,3,6,3,3,0,29,False,True,29,posts_created+karma_earned,rare,mystery,delivered
2,4,5,18,1,15,24,30,False,True,6,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
4,11,5,21,5,14,3,25,False,True,22,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,6,1,2,2,2,6,19,False,True,13,posts_created+login_streak,common,comeback,delivered
1,3,7,7,0,0,0,11,False,True,11,posts_created+karma_earned,common,mystery,delivered
3,6,13,14,1,4,6,20,False,True,14,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
1,10,1,4,0,1,3,18,False,True,15,posts_created+karma_earned,common,mystery,delivered
1,6,1,5,1,0,19,26,False,True,7,posts_created+login_streak,common,comeback,delivered
2,3,13,24,1,3,20,30,False,True,10,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
6,8,0,8,5,8,0,22,False,True,22,quizzes_completed+login_streak,rare,streak,delivered
0,8,11,6,2,9,23,29,False,True,6,no_reason,rare,social,delivered
3,8,7,24,4,4,11,29,False,True,18,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
3,14,17,19,3,12,20,29,False,True,9,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
5,6,7,5,3,8,20,29,False,True,9,no_reason,common,social,delivered
1,10,3,0,1,0,0,17,False,True,17,posts_created+login_streak,common,comeback,delivered
4,0,11,16,0,6,0,20,False,True,20,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
8,13,18,15,9,10,11,26,False,True,15,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
1,3,5,0,1,4,0,21,False,True,21,posts_created+login_streak,rare,comeback,delivered
0,3,9,15,2,7,21,29,False,True,8,no_reason,common,social,delivered
0,3,8,7,3,0,16,30,False,True,14,posts_created+karma_earned,common,mystery,delivered
3,4,9,8,5,4,8,19,False,True,11,quizzes_completed+login_streak,common,streak,delivered
4,8,5,3,0,2,22,29,False,True,7,posts_created+karma_earned,common,mystery,delivered
1,9,4,0,2,0,17,26,False,True,9,posts_created+login_streak,common,comeback,delivered
3,5,17,30,2,4,20,26,False,True,6,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
1,5,1,0,1,2,8,27,False,True,19,posts_created+login_streak,common,comeback,delivered
4,1,17,29,0,4,1,24,False,True,23,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
1,10,1,5,1,2,4,16,False,True,12,posts_created+login_streak,common,comeback,delivered
3,5,0,2,5,3,8,15,False,True,7,quizzes_completed+login_streak,common,streak,delivered
9,5,10,10,2,8,14,28,False,True,14,quizzes_completed+login_streak,rare,streak,delivered
0,2,0,4,0,1,6,10,False,False,4,low_karma_diff,,,missed
3,7,8,6,2,1,2,22,False,True,20,posts_created+karma_earned,common,mystery,delivered
8,7,6,0,3,4,16,24,False,True,8,quizzes_completed+login_streak,rare,streak,delivered
5,10,14,6,3,9,20,27,False,True,7,no_reason,common,social,delivered
0,7,0,8,2,7,1,13,False,True,12,posts_created+karma_earned,common,mystery,delivered
2,5,9,12,2,6,2,29,False,True,27,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
4,3,6,24,0,10,14,29,False,True,15,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
3,9,1,9,1,6,5,30,False,True,25,posts_created+karma_earned,rare,mystery,delivered
7,3,1,7,4,5,10,15,False,True,5,quizzes_completed+login_streak,rare,streak,delivered
1,2,3,1,2,2,7,17,False,True,10,posts_created+login_streak,common,comeback,delivered
1,5,2,5,2,2,7,26,False,True,19,posts_created+login_streak,common,comeback,delivered
10,6,6,7,2,10,12,28,False,True,16,quizzes_completed+login_streak,rare,streak,delivered
2,2,11,16,3,7,7,26,False,True,19,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
7,3,1,2,3,5,0,21,False,True,21,quizzes_completed+login_streak,rare,streak,delivered
1,3,7,3,1,2,0,12,False,True,12,posts_created+karma_earned,common,mystery,delivered
9,0,1,12,5,2,7,21,False,True,14,quizzes_completed+login_streak,rare,streak,delivered
2,1,0,2,0,1,8,8,False,False,0,low_karma_diff,,,missed
1,3,1,3,2,2,7,24,False,True,17,posts_created+login_streak,common,comeback,delivered
4,6,15,12,3,7,20,29,False,True,9,no_reason,common,social,delivered
1,3,16,13,3,6,8,20,False,True,12,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
10,5,5,6,4,1,11,17,False,True,6,quizzes_completed+login_streak,rare,streak,delivered
1,6,17,17,0,15,3,27,False,True,24,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
5,5,4,9,0,5,0,12,False,True,12,posts_created+karma_earned,common,mystery,delivered
4,9,9,15,10,6,17,29,False,True,12,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
5,8,7,13,3,6,20,27,False,True,7,no_reason,common,social,delivered
10,11,6,15,3,11,5,28,False,True,23,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,4,4,2,1,0,5,10,False,True,5,posts_created+login_streak,common,comeback,delivered
3,12,4,22,2,15,21,26,False,True,5,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
0,0,0,1,0,1,3,6,False,False,3,low_karma_diff,,,missed
5,8,11,12,2,10,21,27,False,True,6,no_reason,common,social,delivered
5,2,3,9,1,2,12,21,False,True,9,posts_created+karma_earned,common,mystery,delivered
9,5,4,20,6,7,9,28,False,True,19,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
6,8,3,0,4,0,4,30,False,True,26,quizzes_completed+login_streak,rare,streak,delivered
7,10,18,23,8,3,8,27,False,True,19,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
5,6,20,21,4,12,3,30,False,True,27,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
5,8,10,7,1,2,5,16,False,True,11,quizzes_completed+login_streak,common,streak,delivered
1,3,4,0,2,4,18,27,False,True,9,posts_created+login_streak,common,comeback,delivered
2,0,0,2,0,0,10,10,False,False,0,low_karma_diff,,,missed
3,1,11,11,1,3,6,30,False,True,24,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
0,2,3,5,5,5,5,30,True,False,0,spam,,,missed
9,7,1,4,5,8,11,20,False,True,9,quizzes_completed+login_streak,rare,streak,delivered
0,9,9,3,1,6,10,18,False,True,8,posts_created+karma_earned,common,mystery,delivered
4,4,13,23,0,3,10,26,False,True,16,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
10,0,10,6,3,0,2,27,False,True,25,quizzes_completed+login_streak,legendary,streak,delivered
1,10,3,5,1,2,6,26,False,True,20,posts_created+login_streak,rare,comeback,delivered
4,10,15,9,3,10,20,26,False,True,6,no_reason,common,social,delivered
1,5,2,0,1,1,3,11,False,True,8,posts_created+login_streak,common,comeback,delivered
10,4,4,4,5,6,6,17,False,True,11,quizzes_completed+login_streak,rare,streak,delivered
9,6,15,17,3,3,4,25,False,True,21,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
4,6,8,5,3,9,21,28,False,True,7,no_reason,common,social,delivered
4,7,14,20,9,10,11,27,False,True,16,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
10,9,8,1,1,1,11,27,False,True,16,quizzes_completed+login_streak,rare,streak,delivered
1,3,19,22,3,14,15,26,False,True,11,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
0,5,10,3,0,0,16,27,False,True,11,posts_created+karma_earned,common,mystery,delivered
10,8,5,10,3,2,5,27,False,True,22,quizzes_completed+login_streak,legendary,streak,delivered
5,8,20,18,3,10,18,25,False,True,7,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
4,5,4,3,1,2,0,0,True,False,0,spam,,,missed
1,2,2,1,1,5,5,19,False,True,14,posts_created+login_streak,common,comeback,delivered
10,7,16,18,10,12,25,30,False,True,5,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
10,13,19,8,2,3,21,26,False,True,5,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,8,2,5,1,5,5,18,False,True,13,posts_created+login_streak,common,comeback,delivered
9,9,4,8,2,1,14,24,False,True,10,quizzes_completed+login_streak,rare,streak,delivered
4,6,15,11,3,4,20,27,False,True,7,no_reason,common,social,delivered
1,5,1,4,1,4,0,16,False,True,16,posts_created+login_streak,common,comeback,delivered
4,4,10,8,3,4,5,15,False,True,10,posts_created+karma_earned,common,mystery,delivered
7,6,20,12,7,5,7,25,False,True,18,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
3,6,0,6,1,1,4,29,False,True,25,posts_created+karma_earned,rare,mystery,delivered
6,6,19,8,8,9,14,25,False,True,11,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
4,4,6,14,2,4,23,28,False,True,5,no_reason,rare,social,delivered
1,6,7,9,2,6,24,30,False,True,6,no_reason,legendary,social,delivered
2,4,2,2,2,5,7,17,False,True,10,posts_created+karma_earned,common,mystery,delivered
10,4,0,0,5,10,9,23,False,True,14,quizzes_completed+login_streak,rare,streak,delivered
1,3,3,0,2,2,17,30,False,True,13,posts_created+login_streak,common,comeback,delivered
0,2,1,3,0,0,5,8,False,False,3,low_karma_diff,,,missed
3,4,10,24,1,15,15,28,False,True,13,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
